"page","col","y","n_words","text","drop_reason","doc_id"
58,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
58,1,136,5,"Box 14: The PRAIRIE Institute","caption_or_source","IND_NAIS_2018"
58,1,801,1,"58","page_number","IND_NAIS_2018"
59,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
59,1,99,8,"Box 15: AIRAWAT (AI Research, Analytics and knoWledge","caption_or_source","IND_NAIS_2018"
59,1,801,1,"59","page_number","IND_NAIS_2018"
60,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
60,1,801,1,"60","page_number","IND_NAIS_2018"
61,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
61,1,179,7,"Box 16: Defense Advanced Research Projects Agency","caption_or_source","IND_NAIS_2018"
61,1,568,15,"Source: Harvard Business Review article “Special Forces” Innovation: How DARPA Attacks Problems published October 2013","caption_or_source","IND_NAIS_2018"
61,1,801,1,"61","page_number","IND_NAIS_2018"
62,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
62,1,99,9,"Box 17: European Organisation for Nuclear Research aka CERN","caption_or_source","IND_NAIS_2018"
62,1,772,10,"30 Medium.com “The People’s AI: democratizing AI research and development”","footnote_small_type","IND_NAIS_2018"
62,1,801,1,"62","page_number","IND_NAIS_2018"
63,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
63,1,801,1,"63","page_number","IND_NAIS_2018"
64,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
64,1,745,10,"31 Future of Jobs in India: A 2022 Perspective, 2017","footnote_small_type","IND_NAIS_2018"
64,1,758,3,"32 KellyOCG, India","footnote_small_type","IND_NAIS_2018"
64,1,772,10,"33 Future of Jobs in India: A 2022 Perspective, 2017","footnote_small_type","IND_NAIS_2018"
64,1,801,1,"64","page_number","IND_NAIS_2018"
65,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
65,1,97,8,"Figure 21: Transition in jobs and skill sets","caption_or_source","IND_NAIS_2018"
65,1,340,1,"Source:","caption_or_source","IND_NAIS_2018"
65,1,454,10,"Figure 22: Impact of primary forces on jobs in 2022","caption_or_source","IND_NAIS_2018"
65,1,603,1,"Source:","caption_or_source","IND_NAIS_2018"
65,1,772,10,"34 Future of Jobs in India: A 2022 Perspective, 2017","footnote_small_type","IND_NAIS_2018"
65,1,801,1,"65","page_number","IND_NAIS_2018"
66,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
66,1,330,5,"Figure 23: India IT-BPM sector","caption_or_source","IND_NAIS_2018"
66,1,528,1,"Source:","caption_or_source","IND_NAIS_2018"
66,1,801,1,"66","page_number","IND_NAIS_2018"
67,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
67,1,97,5,"Figure 24: Impact of automation","caption_or_source","IND_NAIS_2018"
67,1,315,1,"Source:","caption_or_source","IND_NAIS_2018"
67,1,801,1,"67","page_number","IND_NAIS_2018"
68,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
68,1,185,6,"Box 18: Impact sourcing through Samasource","caption_or_source","IND_NAIS_2018"
68,1,801,1,"68","page_number","IND_NAIS_2018"
69,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
69,1,801,1,"69","page_number","IND_NAIS_2018"
70,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
70,1,762,18,"35 developed by the All India Council for Technical Education (AICTE) and the Ministry for Human Resource Development","footnote_small_type","IND_NAIS_2018"
70,1,773,1,"(MHRD)","footnote_small_type","IND_NAIS_2018"
70,1,801,1,"70","page_number","IND_NAIS_2018"
71,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
71,1,292,17,"Figure 25: Survey of global firms on adoption of emerging technologies in 2017 (In which of the","caption_or_source","IND_NAIS_2018"
71,1,462,1,"Source:","caption_or_source","IND_NAIS_2018"
71,1,758,7,"36 Intel and IDC Survey Report, dated","footnote_small_type","IND_NAIS_2018"
71,1,772,10,"37 XinhuaNet “AI sector sees big investment, financing in 2017”","footnote_small_type","IND_NAIS_2018"
71,1,801,1,"71","page_number","IND_NAIS_2018"
72,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
72,1,801,1,"72","page_number","IND_NAIS_2018"
73,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
73,1,214,5,"Figure 26: AI Value Chain","caption_or_source","IND_NAIS_2018"
73,1,801,1,"73","page_number","IND_NAIS_2018"
74,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
74,1,523,5,"Figure 27: Breakthroughs in AI","caption_or_source","IND_NAIS_2018"
74,1,801,1,"74","page_number","IND_NAIS_2018"
75,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
75,1,463,7,"Figure 28: Categories of partnerships in Research","caption_or_source","IND_NAIS_2018"
75,1,801,1,"75","page_number","IND_NAIS_2018"
76,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
76,1,801,1,"76","page_number","IND_NAIS_2018"
77,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
77,1,507,7,"Figure 29: Enablers for AI value chain","caption_or_source","IND_NAIS_2018"
77,1,801,1,"77","page_number","IND_NAIS_2018"
78,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
78,1,97,7,"Figure 30: Stakeholders for the proposed NAIM","caption_or_source","IND_NAIS_2018"
78,1,801,1,"78","page_number","IND_NAIS_2018"
79,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
79,1,801,1,"79","page_number","IND_NAIS_2018"
80,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
80,1,480,5,"Figure 31: Approaches to annotation","caption_or_source","IND_NAIS_2018"
80,1,772,14,"38 Luis von Ahn and Laura Dabbish, 2004, Labeling images with a computer game","footnote_small_type","IND_NAIS_2018"
80,1,801,1,"80","page_number","IND_NAIS_2018"
81,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
81,1,801,1,"81","page_number","IND_NAIS_2018"
82,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
82,1,97,5,"Figure 32: Stakeholders of NAIM","caption_or_source","IND_NAIS_2018"
82,1,801,1,"82","page_number","IND_NAIS_2018"
83,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
83,1,639,7,"Box 19: Why the focus on PSUs","caption_or_source","IND_NAIS_2018"
83,1,801,1,"83","page_number","IND_NAIS_2018"
84,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
84,1,801,1,"84","page_number","IND_NAIS_2018"
85,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
85,1,801,1,"85","page_number","IND_NAIS_2018"
86,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
86,1,244,5,"Box 19: Decoding Explainable AI","caption_or_source","IND_NAIS_2018"
86,1,455,4,"Figure 33: XAI Concept","caption_or_source","IND_NAIS_2018"
86,1,760,6,"Credit: DARPA Explainable Artificial Intelligence (XAI)","footnote_small_type","IND_NAIS_2018"
86,1,801,1,"86","page_number","IND_NAIS_2018"
87,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
87,1,801,1,"87","page_number","IND_NAIS_2018"
88,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
88,1,345,4,"Box 20: Differential Privacy","caption_or_source","IND_NAIS_2018"
88,1,801,1,"88","page_number","IND_NAIS_2018"
89,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
89,1,801,1,"89","page_number","IND_NAIS_2018"
91,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
91,1,278,4,"Figure 34: Government’s role","caption_or_source","IND_NAIS_2018"
91,1,801,1,"91","page_number","IND_NAIS_2018"
92,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
92,1,801,1,"92","page_number","IND_NAIS_2018"
93,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
93,1,801,1,"93","page_number","IND_NAIS_2018"
94,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
94,1,801,1,"94","page_number","IND_NAIS_2018"
95,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
95,1,801,1,"95","page_number","IND_NAIS_2018"
96,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
96,1,772,10,"39 Replicated from McKinsey Analytics An Executive Guide to AI","footnote_small_type","IND_NAIS_2018"
96,1,801,1,"96","page_number","IND_NAIS_2018"
97,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
97,1,801,1,"97","page_number","IND_NAIS_2018"
98,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
98,1,801,1,"98","page_number","IND_NAIS_2018"
99,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
99,1,801,1,"99","page_number","IND_NAIS_2018"
100,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
100,1,772,2,"40 McKinsey","footnote_small_type","IND_NAIS_2018"
100,1,801,1,"100","page_number","IND_NAIS_2018"
101,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
101,1,801,1,"101","page_number","IND_NAIS_2018"
102,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
102,1,772,2,"41 CSRankings.org","footnote_small_type","IND_NAIS_2018"
102,1,801,1,"102","page_number","IND_NAIS_2018"
103,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
103,1,389,3,"Source: Press search","caption_or_source","IND_NAIS_2018"
103,1,801,1,"103","page_number","IND_NAIS_2018"
104,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
104,1,389,3,"Source: Press search","caption_or_source","IND_NAIS_2018"
104,1,801,1,"104","page_number","IND_NAIS_2018"
105,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
105,1,801,1,"105","page_number","IND_NAIS_2018"
106,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
106,1,325,28,"1 Estimate of 2016 spend by corporations to develop and deploy AI-based products. Calculated for top 35 high tech and advanced manufacturing companies investing in AI. Estimate is","footnote_small_type","IND_NAIS_2018"
106,1,336,34,"2 VC value is an estimate of VC investment in companies primarily focused on AI. PE value is an estimate of PE investment in AI-related companies. M&A value is an estimate of AI deals","footnote_small_type","IND_NAIS_2018"
106,1,352,13,"3 M&A and PE deals expressed by volume; VC deals expressed by value.","footnote_small_type","IND_NAIS_2018"
106,1,389,13,"Source: McKinsey Global Institute report on ‘Artificial Intelligence and the next digital frontier’","caption_or_source","IND_NAIS_2018"
106,1,801,1,"106","page_number","IND_NAIS_2018"
107,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
107,1,389,3,"Source: Press search","caption_or_source","IND_NAIS_2018"
107,1,801,1,"107","page_number","IND_NAIS_2018"
108,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
108,1,801,1,"108","page_number","IND_NAIS_2018"
109,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
109,1,801,1,"109","page_number","IND_NAIS_2018"
110,1,507,3,"Box 21: ImageNet","caption_or_source","IND_NAIS_2018"
111,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
111,1,696,6,"LSUN 10,000 Princeton University University USA","footnote_small_type","IND_NAIS_2018"
111,1,712,7,"Pascal Voc 5,00,000 Oxford University University UK","footnote_small_type","IND_NAIS_2018"
111,1,727,6,"SVHN 6,00,000 Stanford University University USA","footnote_small_type","IND_NAIS_2018"
111,1,743,8,"MS COCO 2,50,000 Google, CMU, etc. Research USA","footnote_small_type","IND_NAIS_2018"
111,1,755,1,"Consortium","footnote_small_type","IND_NAIS_2018"
111,1,771,6,"Visual Genome 108,000 Stanford University University","footnote_small_type","IND_NAIS_2018"
111,1,801,1,"111","page_number","IND_NAIS_2018"
112,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
112,1,382,8,"20 Newsgroups: 20,000 CMU & UCI University USA","footnote_small_type","IND_NAIS_2018"
112,1,801,1,"112","page_number","IND_NAIS_2018"
113,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
113,1,772,20,"42 CB Insights: “Artificial Intelligence Trends To Watch In 2018” and “Up And Up: Healthcare AI Startups See Record Deals”","footnote_small_type","IND_NAIS_2018"
113,1,801,1,"113","page_number","IND_NAIS_2018"
114,1,35,5,"National Strategy for Artificial Intelligence","running_head","IND_NAIS_2018"
114,1,801,1,"114","page_number","IND_NAIS_2018"
1,1,316,5,"ADVANCING OUR SMART NATION JOURNEY","sparse_page","SGP_NAIS_2019"
2,1,13,5,"National Artificial Intelligence Strategy 3","running_head","SGP_NAIS_2019"
2,1,110,1,"05","toc_page","SGP_NAIS_2019"
2,1,142,5,"Foreword by the Prime Minister","toc_page","SGP_NAIS_2019"
2,1,190,1,"07","toc_page","SGP_NAIS_2019"
2,1,222,2,"Executive Summary","toc_page","SGP_NAIS_2019"
2,1,250,1,"CONTENTS","toc_page","SGP_NAIS_2019"
2,1,269,1,"12","toc_page","SGP_NAIS_2019"
2,1,302,7,"Section 1: Why a National AI Strategy?","toc_page","SGP_NAIS_2019"
2,1,317,4,"NATIONAL ARTIFICIAL INTELLIGENCE STRATEGY","toc_page","SGP_NAIS_2019"
2,1,349,1,"16","toc_page","SGP_NAIS_2019"
2,1,381,5,"Section 2: Vision and Approach","toc_page","SGP_NAIS_2019"
2,1,428,1,"24","toc_page","SGP_NAIS_2019"
2,1,461,5,"Section 3: National AI Projects","toc_page","SGP_NAIS_2019"
2,1,508,1,"40","toc_page","SGP_NAIS_2019"
2,1,540,6,"Section 4: Building the AI Ecosystem","toc_page","SGP_NAIS_2019"
2,1,587,1,"76","toc_page","SGP_NAIS_2019"
2,1,620,4,"Section 5: Working Together","toc_page","SGP_NAIS_2019"
2,1,667,1,"80","page_number","SGP_NAIS_2019"
2,1,700,6,"Section 6: What the Experts Say","toc_page","SGP_NAIS_2019"
3,1,13,10,"4 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 5","running_head","SGP_NAIS_2019"
3,1,105,1,"FOREWORD","excluded_section","SGP_NAIS_2019"
3,1,140,10,"Foreword by Mr Lee Hsien Loong, Prime Minister of Singapore","excluded_section","SGP_NAIS_2019"
3,1,177,13,"Technological innovation has powered economic They power ride hailing platforms like Grab and","excluded_section","SGP_NAIS_2019"
3,1,195,13,"progress since the beginning of human history. Uber. They optimise factory production lines.","excluded_section","SGP_NAIS_2019"
3,1,213,15,"Countries and cities that succeeded in exploiting They work in the background of our smart-phone","excluded_section","SGP_NAIS_2019"
3,1,231,12,"technology have surged ahead and prospered; apps, like Apple’s Siri or Spotify.","excluded_section","SGP_NAIS_2019"
3,1,249,7,"those that failed have languished and fallen","excluded_section","SGP_NAIS_2019"
3,1,267,17,"behind. Our present era is no different. The National AI Strategy is a key step in our","excluded_section","SGP_NAIS_2019"
3,1,285,16,"The emergence of new and disruptive digital Smart Nation journey. It spells out our plans to","excluded_section","SGP_NAIS_2019"
3,1,303,14,"technologies is re-ordering social and economic deepen our use of AI technologies to transform","excluded_section","SGP_NAIS_2019"
3,1,321,11,"structures, and affecting the geopolitical our economy, going beyond just adopting","excluded_section","SGP_NAIS_2019"
3,1,339,20,"The National AI Strategy is a key step in landscape. To survive and thrive, Singapore must technology, to fundamentally rethinking","excluded_section","SGP_NAIS_2019"
3,1,357,12,"build up deep digital technology capabilities. business models and making deep changes","excluded_section","SGP_NAIS_2019"
3,1,375,23,"our Smart Nation journey. It spells out our This is why we launched the Smart Nation to reap productivity gains and create new","excluded_section","SGP_NAIS_2019"
3,1,393,10,"movement: to improve lives; to make Singapore areas of growth.","excluded_section","SGP_NAIS_2019"
3,1,405,19,"plans to deepen our use of AI technologies a great place to live, work and play; and to stay","excluded_section","SGP_NAIS_2019"
3,1,429,21,"to transform our economy, going beyond relevant and competitive as an economy. As a small country, Singapore lacks the scale of","excluded_section","SGP_NAIS_2019"
3,1,447,8,"large markets and R&D ecosystems. But we can","excluded_section","SGP_NAIS_2019"
3,1,465,23,"just adopting technology, to fundamentally We have made progress. We are building a make up for this by building up AI research, and","excluded_section","SGP_NAIS_2019"
3,1,483,11,"trusted, nationwide digital identity system using working together cohesively across Government,","excluded_section","SGP_NAIS_2019"
3,1,495,18,"rethinking business models and making SingPass Mobile. E-payment is becoming more industry, and research, to develop and deploy","excluded_section","SGP_NAIS_2019"
3,1,519,20,"deep changes to reap productivity gains prevalent, benefiting businesses and consumers. AI solutions in key sectors. At the same time,","excluded_section","SGP_NAIS_2019"
3,1,537,13,"Government services online are becoming more we must also anticipate the social challenges","excluded_section","SGP_NAIS_2019"
3,1,555,20,"and create new areas of growth. citizen and business-centric. At the backend, that AI will create, by maintaining public trust","excluded_section","SGP_NAIS_2019"
3,1,573,13,"the Government has been building the basic and building capabilities to manage and","excluded_section","SGP_NAIS_2019"
3,1,591,13,"digital infrastructure to share and use data govern AI technologies, and guarding against","excluded_section","SGP_NAIS_2019"
3,1,609,13,"securely, and to rapidly build and deploy cybersecurity attacks and breaches to data","excluded_section","SGP_NAIS_2019"
3,1,627,12,"digital applications and services. privacy. We are confident that we will succeed","excluded_section","SGP_NAIS_2019"
3,1,645,9,"in making Singapore a leading country in AI, and","excluded_section","SGP_NAIS_2019"
3,1,663,16,"But we have much more to do. Technology more broadly a Smart Nation for our citizens.","excluded_section","SGP_NAIS_2019"
3,1,681,6,"is constantly evolving. In particular, Artificial","excluded_section","SGP_NAIS_2019"
3,1,699,6,"Intelligence (AI) has progressed dramatically, and","excluded_section","SGP_NAIS_2019"
3,1,717,10,"will become a big part of our lives. For example,","excluded_section","SGP_NAIS_2019"
3,1,735,8,"AI algorithms can pick out tumours from medical","excluded_section","SGP_NAIS_2019"
3,1,753,8,"images more accurately than doctors. Lee Hsien Loong","excluded_section","SGP_NAIS_2019"
4,1,13,10,"6 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 7","running_head","SGP_NAIS_2019"
5,1,13,5,"8 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
5,2,13,5,"National Artificial Intelligence Strategy 9","running_head","SGP_NAIS_2019"
6,1,13,10,"10 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 11","running_head","SGP_NAIS_2019"
6,1,254,1,"1","sparse_page","SGP_NAIS_2019"
6,1,320,3,"WHY A NATIONAL","sparse_page","SGP_NAIS_2019"
6,1,370,2,"AI STRATEGY?","sparse_page","SGP_NAIS_2019"
6,1,468,6,"• What AI has to offer","sparse_page","SGP_NAIS_2019"
6,1,513,10,"• What we hope to achieve from a National Strategy","sparse_page","SGP_NAIS_2019"
6,1,558,5,"• Why we can succeed","sparse_page","SGP_NAIS_2019"
7,1,13,5,"12 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
7,2,13,5,"National Artificial Intelligence Strategy 13","running_head","SGP_NAIS_2019"
8,1,13,10,"14 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 15","running_head","SGP_NAIS_2019"
8,1,254,1,"2","sparse_page","SGP_NAIS_2019"
8,1,320,2,"VISION AND","sparse_page","SGP_NAIS_2019"
8,1,370,1,"APPROACH","sparse_page","SGP_NAIS_2019"
9,1,13,5,"16 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
9,2,13,5,"National Artificial Intelligence Strategy 17","running_head","SGP_NAIS_2019"
10,1,13,5,"18 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
10,2,13,5,"National Artificial Intelligence Strategy 19","running_head","SGP_NAIS_2019"
11,1,13,10,"20 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 21","running_head","SGP_NAIS_2019"
12,1,13,10,"22 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 23","running_head","SGP_NAIS_2019"
12,1,254,1,"3","sparse_page","SGP_NAIS_2019"
12,1,321,1,"NATIONAL","sparse_page","SGP_NAIS_2019"
12,1,371,2,"AI PROJECTS","sparse_page","SGP_NAIS_2019"
12,1,468,4,"• Intelligent Freight Planning","sparse_page","SGP_NAIS_2019"
12,1,513,6,"• Seamless and Efficient Municipal Services","sparse_page","SGP_NAIS_2019"
12,1,558,6,"• Chronic Disease Prediction and Management","sparse_page","SGP_NAIS_2019"
12,1,603,6,"• Personalised Education through Adaptive Learning","sparse_page","SGP_NAIS_2019"
12,1,639,2,"and Assessment","sparse_page","SGP_NAIS_2019"
12,1,678,4,"• Border Clearance Operations","sparse_page","SGP_NAIS_2019"
13,1,13,10,"24 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 25","running_head","SGP_NAIS_2019"
14,1,13,5,"26 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
14,2,638,1,"4","page_number","SGP_NAIS_2019"
14,3,13,5,"National Artificial Intelligence Strategy 27","running_head","SGP_NAIS_2019"
15,1,13,5,"28 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
15,1,716,18,"¹ More than 75% of residents are satisfied with the feedback to, or how to describe the issue.","footnote_small_type","SGP_NAIS_2019"
15,1,730,20,"delivery Services of Survey municipal 2018, services conducted (Source: by the Municipal Municipal An AI-powered chatbot can guide them along","footnote_small_type","SGP_NAIS_2019"
15,3,13,5,"National Artificial Intelligence Strategy 29","running_head","SGP_NAIS_2019"
16,1,13,5,"30 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
16,3,13,5,"National Artificial Intelligence Strategy 31","running_head","SGP_NAIS_2019"
17,1,13,5,"32 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
17,3,13,5,"National Artificial Intelligence Strategy 33","running_head","SGP_NAIS_2019"
18,1,13,5,"34 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
18,3,13,5,"National Artificial Intelligence Strategy 35","running_head","SGP_NAIS_2019"
19,1,13,10,"36 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 37","running_head","SGP_NAIS_2019"
20,1,13,10,"38 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 39","running_head","SGP_NAIS_2019"
20,1,254,1,"4","sparse_page","SGP_NAIS_2019"
20,1,321,2,"BUILDING THE","sparse_page","SGP_NAIS_2019"
20,1,371,2,"AI ECOSYSTEM","sparse_page","SGP_NAIS_2019"
20,1,468,7,"• Triple Helix Partnership between the Research","sparse_page","SGP_NAIS_2019"
20,1,504,4,"Community, Industry and Government","sparse_page","SGP_NAIS_2019"
20,1,543,5,"• AI Talent and Education","sparse_page","SGP_NAIS_2019"
20,1,588,3,"• Data Architecture","sparse_page","SGP_NAIS_2019"
20,1,633,5,"• Progressive and Trusted Environment","sparse_page","SGP_NAIS_2019"
20,1,678,3,"• International Collaboration","sparse_page","SGP_NAIS_2019"
21,1,13,10,"40 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 41","running_head","SGP_NAIS_2019"
21,1,107,3,"THE ECOSYSTEM ENABLERS","sparse_page","SGP_NAIS_2019"
21,1,206,8,"Even as Singapore embarks on National AI Projects,","sparse_page","SGP_NAIS_2019"
21,1,236,9,"we must build a vibrant and sustainable AI ecosystem","sparse_page","SGP_NAIS_2019"
21,1,266,9,"to anchor AI innovation and adoption across the economy.","sparse_page","SGP_NAIS_2019"
21,1,296,6,"We have identified five ecosystem enablers:","sparse_page","SGP_NAIS_2019"
22,1,13,5,"42 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
22,2,13,5,"National Artificial Intelligence Strategy 43","running_head","SGP_NAIS_2019"
23,1,13,5,"44 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
23,1,730,18,"² NTU was ranked 1st in Asia for Computer Science and Engineering by the Academic Ranking of World","footnote_small_type","SGP_NAIS_2019"
23,1,745,19,"Universities, 4th by the US News Global University Ranking and listed as one of the Top 3 universities in","footnote_small_type","SGP_NAIS_2019"
23,1,759,8,"AI research globally by The World University Ranking.","footnote_small_type","SGP_NAIS_2019"
23,2,13,5,"National Artificial Intelligence Strategy 45","running_head","SGP_NAIS_2019"
23,2,675,12,"Prof Ong Yew Soon designed IntelliK to create AI-powered digital games and","footnote_small_type","SGP_NAIS_2019"
23,2,689,8,"gamified Apps without the need to know coding.","footnote_small_type","SGP_NAIS_2019"
24,1,13,5,"46 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
24,2,13,5,"National Artificial Intelligence Strategy 47","running_head","SGP_NAIS_2019"
25,1,13,10,"48 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 49","running_head","SGP_NAIS_2019"
26,1,13,5,"50 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
26,2,13,5,"National Artificial Intelligence Strategy 51","running_head","SGP_NAIS_2019"
26,2,663,13,"A nurse can use KroniKare Wound Scanner to Uploaded data vectors are automatically","footnote_small_type","SGP_NAIS_2019"
26,2,677,15,"capture an image of the wound for full assessment compiled into medical reports for monitoring","footnote_small_type","SGP_NAIS_2019"
26,2,691,13,"and documentation under 30 seconds at a patient’s wound progress and prioritising serious","footnote_small_type","SGP_NAIS_2019"
26,2,705,5,"bedside. cases using a tablet.","footnote_small_type","SGP_NAIS_2019"
27,1,13,5,"52 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
27,1,717,16,"DC Frontiers’ award-winning AI technology is known as Handshakes SEER. It is not only able to","footnote_small_type","SGP_NAIS_2019"
27,1,730,16,"pick up keywords, but more intelligently − context. This can be applied to news, customer feedback,","footnote_small_type","SGP_NAIS_2019"
27,1,745,3,"emails and more.","footnote_small_type","SGP_NAIS_2019"
27,2,13,5,"National Artificial Intelligence Strategy 53","running_head","SGP_NAIS_2019"
27,2,771,4,"Artist’s impression of PDD","footnote_small_type","SGP_NAIS_2019"
28,1,13,5,"54 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
28,2,13,5,"National Artificial Intelligence Strategy 55","running_head","SGP_NAIS_2019"
29,1,13,5,"56 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
29,2,13,5,"National Artificial Intelligence Strategy 57","running_head","SGP_NAIS_2019"
30,1,13,5,"58 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
30,2,13,5,"National Artificial Intelligence Strategy 59","running_head","SGP_NAIS_2019"
31,1,13,10,"60 National Artificial Intelligence Strategy National Artificial Intelligence Strategy 61","running_head","SGP_NAIS_2019"
32,1,13,5,"62 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
32,2,13,5,"National Artificial Intelligence Strategy 63","running_head","SGP_NAIS_2019"
33,1,13,5,"64 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
33,2,13,5,"National Artificial Intelligence Strategy 65","running_head","SGP_NAIS_2019"
34,1,13,5,"66 National Artificial Intelligence Strategy","running_head","SGP_NAIS_2019"
34,2,13,5,"National Artificial Intelligence Strategy 67","running_head","SGP_NAIS_2019"
34,2,735,13,"On 24 September 2018, Singapore Management University launched the Centre for AI and","footnote_small_type","SGP_NAIS_2019"
34,2,749,14,"Data Governance (CAIDG). Front L-R: Prof Goh Yihan, Prof Lily Kong, SMS Janil Puthucheary,","footnote_small_type","SGP_NAIS_2019"
34,2,763,4,"Mr Yeong Zee Kin","footnote_small_type","SGP_NAIS_2019"
