"unit_id","doc_id","jurisdiction","section_path","page_start","word_count","T1_surveillance","T2_executive","T3_infocontrol","T4_civilrights","T5_economic","T6_geopolitical","binding_status","confidence_level","flag_reason","justification"
"USA_AIAP_2025_PILLARIA_ENSURE_P03_04","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Ensure that Frontier AI Protects Free Speech and American Values",6,274,0,3,3,1,0,1,"directed","High","Polysemic Uncertainty","""Update Federal procurement guidelines to ensure that the government only contracts with frontier large language model (LLM) developers who ensure that their systems are objective and free from top-down ideological bias"" meets all three Score-3 conditions for Theme 3: a procurement instrument, frontier model developers as addressee, and loss of federal contracts as consequence. ""Revise the NIST AI Risk Management Framework to eliminate references to misinformation, Diversity, Equity, and Inclusion, and climate"" is official revision of a state risk framework's content categories, reinforcing that reading. Directing FCC to evaluate whether state AI regulations ""interfere"" and directing review to ""modify or set-aside"" FTC final orders that ""unduly burden AI innovation"" is an override of otherwise-applicable regulatory decisions (T2=3). No funding or capacity mechanism appears, so T5=0; free-speech framing is rhetorical (T4=1)."
"USA_AIAP_2025_PILLARIA_ENABLE_P05_05","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Enable AI Adoption",8,350,0,2,0,0,2,2,"directed","High","Polysemic Uncertainty","""Establish regulatory sandboxes or AI Centers of Excellence around the country where researchers, startups, and established enterprises can rapidly deploy and test AI tools"" is the T2=2 anchor: a sandbox suspends specified requirements for enrolled participants but creates no override or penalty. The same sandboxes plus NIST-convened domain standards efforts in healthcare, energy and agriculture are funded institutional capacity (T5=2). Regularly updated ""joint DOD-Intelligence Community assessments of the comparative level of adoption of AI tools by the United States, its competitors, and its adversaries"" is a named standing programme of strategic assessment (T6=2); its object is foreign states, not domestic individuals, so T1 remains 0."
"USA_AIAP_2025_PILLARIA_SUPPOR_P07_07","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Support Next-Generation Manufacturing",10,172,0,2,0,0,2,1,"directed","Moderate","Conflicting Statutory Mandates","The directive to ""invest in developing and scaling foundational and translational manufacturing technologies"" through SBIR, STTR, CHIPS R&D and ""Title III of the Defense Production Act"" names a specific emergency-production instrument and an addressee (manufacturers of next-generation technologies), but the unit attaches no penalty, exclusion, or override of an otherwise-applicable requirement. Two of the three Score-3 conditions are met, so Theme 2 is capped at 2 and flagged per codebook 2.2. The same investment programmes are ordinary funded industrial capacity (T5=2); ""America and our trusted allies be world-class manufacturers"" and convening on robotics supply chain challenges is framing short of an exclusion (T6=1)."
"USA_AIAP_2025_PILLARIA_ACCELE_P10_11","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Accelerate AI Adoption in Government",13,329,0,2,0,1,2,0,"directed","High","Polysemic Uncertainty","""OMB has already advanced AI adoption in government by reducing onerous rules imposed by the Biden Administration"" records an enacted deregulatory instrument addressed to agencies, but the unit describes rule removal inside government rather than an override of an otherwise-applicable statutory requirement, so Theme 2 is capped at 2. Formalising the CAIOC, the GSA-managed AI procurement toolbox, the talent-exchange programme and the Advanced Technology Transfer and Capability Sharing Program are funded institutional capacity (T5=2). Requiring procurement ""in a manner compliant with relevant privacy, data governance, and transparency laws"" and naming the Federal Privacy Council is procedural reference rather than a new guarantee (T4=1)."
"USA_AIAP_2025_PILLARIA_DRIVEA_P11_12","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Drive Adoption of AI within the Department of Defense",14,323,0,2,0,0,2,1,"directed","High","Conflicting Statutory Mandates","""Prioritize DOD-led agreements with cloud service providers, operators of computing infrastructure, and other relevant private sector entities to codify priority access to computing resources in the event of a national emergency"" supplies an instrument and an addressee, but the obligation arises by agreement rather than by penalty or override, so two of the three Score-3 conditions are met and Theme 2 is capped at 2 and flagged. The AI and Autonomous Systems Virtual Proving Ground, talent development programmes and Senior Military Colleges as research hubs are funded institutional capacity (T5=2). ""Maintain its global military preeminence"" names no instrument, addressee or consequence and is rhetoric under the Evidence Test (T6=1)."
"USA_AIAP_2025_PILLARIA_COMBAT_P12_13","USA_AIAP_2025","United States","Pillar I: Accelerate AI Innovation > Combat Synthetic Media in the Legal System",15,199,0,0,2,1,0,0,"directed","High","Polysemic Uncertainty","Developing ""NIST's Guardians of Forensic Evidence deepfake evaluation program into a formal guideline and a companion voluntary"" standard, and DOJ guidance to ""explore adopting a deepfake standard similar to the proposed Federal Rules of Evidence Rule 901(c)"", are state-funded synthetic-media detection and provenance work with no enforcement consequence attached, which is the T3=2 anchor exactly. The enacted TAKE IT DOWN Act is cited but its obligations are not described in the unit, so it cannot lift the score. Giving ""the courts and law enforcement the tools they need"" engages judicial process rhetorically (T4=1). Flagged on the mandatory T3 at or above 2 trigger."
"USA_AIAP_2025_PILLARII_FACILI_P14_15","USA_AIAP_2025","United States","Pillar II: Build American AI Infrastructure > Facilities, and Energy Infrastructure while Guaranteeing Security",17,137,0,3,0,0,2,3,"directed","High","Polysemic Uncertainty","Two independent coercive mechanisms sit in one unit and are preserved independently under codebook 4.1 rule 1. ""Expedite environmental permitting by streamlining or reducing regulations promulgated under the Clean Air Act, the Clean Water Act, the Comprehensive Environmental Response, Compensation, and Liability Act"" and directing agencies to open Federal lands is an override of otherwise-applicable statutory requirements (T2=3). ""Ensure that the domestic AI computing stack is built on American products and that the infrastructure that supports AI development such as energy and telecommunications are free from foreign adversary information and communications technology and services (ICTS)"" is a mandatory supply-chain exclusion barring adversary hardware and software from critical infrastructure (T6=3). Federal land release for data centres and generation is the funded baseline (T5=2)."
"USA_AIAP_2025_PILLARII_RESTOR_P16_16","USA_AIAP_2025","United States","Pillar II: Build American AI Infrastructure > Restore American Semiconductor Manufacturing",19,147,0,2,1,0,2,1,"directed","Moderate","Polysemic Uncertainty","""Removing all extraneous policy requirements for CHIPS-funded semiconductor manufacturing projects"" and collaboration to ""streamline regulations that slow semiconductor manufacturing efforts"" is deregulatory action by a named agency that strips conditions from a funding programme, short of an override of a statutory review (T2=2). The revamped CHIPS Program Office and semiconductor grant and research programmes are funded industrial capacity (T5=2). ""Without saddling companies with sweeping ideological agendas"" references the ideological character of funding conditions without creating any mechanism (T3=1); ""protect our supply chains from disruption by foreign rivals"" is framing without an export control (T6=1)."
"USA_AIAP_2025_PILLARII_BUILDH_P16_16","USA_AIAP_2025","United States","Pillar II: Build American AI Infrastructure > Build High-Security Data Centers for Military and Intelligence Community Usage",19,128,1,0,0,0,2,1,"directed","Moderate","Missing Operational Context","Creating ""new technical standards for high-security AI data centers"" led by DOD, the IC, NSC and NIST, and advancing ""agency adoption of classified compute environments"", is funded institutional infrastructure (T5=2). The unit states that ""AI systems are particularly well-suited to processing raw intelligence data"" and that AI ""will be used with some of the U.S. government's most sensitive data"" without identifying whose data or what the analytic target is; AI applied to raw intelligence is named as a use but no programme, budget or target population is described, so Theme 1 registers at 1 and the unit is flagged for missing operational context. Resistance to ""nation-state actors"" is defensive framing (T6=1)."
"USA_AIAP_2025_PILLARII_EXPORT_P20_20","USA_AIAP_2025","United States","Pillar III: Lead in International AI Diplomacy and > Security > Export American AI to Allies and Partners",23,232,0,0,0,0,2,2,"directed","High","Polysemic Uncertainty","Establishing a DOC programme ""gathering proposals from industry consortia for full-stack AI export packages"", coordinated with the Economic Diplomacy Action Group, USTDA, the Export-Import Bank, the DFC and DOS, is a named funded export-promotion programme (T6=2) and simultaneously funded industrial policy for the domestic stack (T5=2). Deals must ""meet U.S.-approved security requirements and standards"", which conditions selection but imposes no prohibition or penalty on any party, so the Score-3 Evidence Test is not met. ""Preventing our adversaries from free-riding"" is framing rather than an operative exclusion in this unit."
"USA_AIAP_2025_PILLARII_SECURI_P22_22","USA_AIAP_2025","United States","Pillar III: Lead in International AI Diplomacy and > Security > Security Risks in Frontier Models",25,276,0,0,2,0,2,2,"directed","Moderate","Polysemic Uncertainty","CAISI-led evaluation of frontier systems for national security risks, the recruitment of leading AI researchers into federal agencies, and a maintained programme of national security AI evaluations are funded institutional capacity (T5=2) and a standing assessment programme aimed at adversary systems (T6=2). The directive to ""evaluate and assess potential security vulnerabilities and malign foreign influence arising from the use of adversaries' AI systems in critical infrastructure and elsewhere in the American economy"" is state evaluation of foreign models for influence, a listed Theme 3 indicator, funded and institutionalised but carrying no removal, labelling or exclusion consequence (T3=2). Confidence is Moderate because the influence assessment sits on the boundary between Theme 3 and ordinary security assessment; flagged on the mandatory T3 at or above 2 trigger."
"USA_AIAP_2025_PILLARII_INVEST_P23_23","USA_AIAP_2025","United States","Pillar III: Lead in International AI Diplomacy and > Security > Invest in Biosecurity",26,186,2,0,0,0,2,1,"directed","Moderate","Polysemic Uncertainty","""Require all institutions receiving Federal funding for scientific research to use nucleic acid synthesis tools and synthesis providers that have robust nucleic acid sequence screening and customer verification procedures. Create enforcement mechanisms for this requirement rather than relying on voluntary attestation"" is a mandated screening and identity-verification regime whose object is people -- customers ordering synthesis -- reinforced by a mechanism ""to facilitate data sharing between nucleic acid synthesis providers to screen for potentially fraudulent or malicious customers"" (T1). All three Score-3 conditions are arguably met on the requirement itself, but the T1=3 anchors describe state-operated monitoring, data forwarding to security bodies, or compulsory registration, and this regime is operated by private providers as a funding condition; the score is therefore held at 2 and flagged for adjudication of exactly that tension. Federal research funding infrastructure and screening tools are funded capacity (T5=2); ""work with allies and partners to ensure international adoption"" is framing (T6=1)."
